n	lnTxt	etiquetado	nbSyl	met	metNoExtra	lnTyp	match
filip	ángel que lleve santas alegrías	ángel que lleve santas alegrías	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
filip	en cada amanecer a las aldeas.	en cada amanecer a las aldeas.	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Cuando retornes tú, Bandera fuerte,	Cuando retornes tú, Bandera fuerte,	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
filip	su blanco traje vestirá la Raza,	su blanco traje vestirá la Raza,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	—¡prenda, cuando más vieja más querida!—	—¡prenda, cuando más vieja más querida!—	11	1 5 6 8 10	1 6 8 10	Endecasílabo enfático pleno	0.9
filip	Y a ti enlazada le verá la muerte,	Y a ti enlazada le verá la muerte,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	¡ como un alma doliente que se abraza	¡ como un alma doliente que se abraza	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	al Ensueño más grande de su vida!	al Ensueño más grande de su vida!	11	3 5 6 10	3 6 10	Endecasílabo melódico puro	0.9
filip	¡Gloria al héroe! No importa que sucumba	gloria al hér#e no importa que sucumba	11	1 3 5 6 10	1 3 6 10	Endecasílabo melódico corto	0.9
filip	en época de paz no garantida:	en época de paz no garantida:	11	2 6 7 10	2 6 10	Endecasílabo heroico puro	0.9
filip	está cantando el himno de la vida	está cantando el himno de la vida	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	más allá de la vida, en ultratumba.	más allá de la vida, en ultratumba.	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	No muere, no, el Titán que se derrumba	No muere, no, el Titán que se derrumba	11	1 2 4 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
filip	puesta en embrión la savia bendecida;	puesta en embrión la savia bendecida;	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
filip	cuando mi Patria con la suya unida	cuando mi Patria con la suya unida	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	se olvida del color ante su tumba...	se olvida del color ante su tumba...	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Descansa en paz; y ese vital reguero	Descansa en paz; y ese vital reguero	11	2 4 5 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
filip	que tú dejaste a mi Patria en ruinas,	que tú dejaste   a mi patria en ruinas	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	sirva de eterno ejemplo a tus hermanos...	sirva de eterno ejemplo a tus hermanos...	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
filip	Descansa en paz, espíritu extranjero...	Descansa en paz, espíritu extranjero...	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	¡Acaso eres el solo en Filipinas	¡Acaso eres el solo en Filipinas	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	que no duermes en fosa de tiranos!	que no duermes en fosa de tiranos!	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	¡LAONG-LAAN! Tu gloria, —la gloria de la diestra—	¡LAONG-LAAN! Tu gloria, —la gloria de la diestra—	14	3 6 9 13	-	Alejandrino	1.0
filip	infla de orgullo el alma serena de los bravos.	infla de orgullo el alma serena de los bravos.	14	1 4 6 9 13	-	Alejandrino	1.0
filip	Los ídolos de barro, que en medio la palestra	Los ídolos de barro, que en medio la palestra	14	2 6 9 13	-	Alejandrino	1.0
filip	se imaginaron reyes, apenas son esclavos.	se imaginaron reyes, apenas son esclavos.	14	4 6 9 11 13	-	Alejandrino	1.0
filip	¡SAN NICOLÁS! ¡SAMPALOK! Palta a mi loa pauta	¡SAN NICOLÁS! ¡SAMPALOK! Palta a mi loa pauta	14	4 7 8 11 13	-	Alejandrino	1.0
filip	para arrojar mis rosas sobre el ensueño blanco:	para arrojar mis rosas sobre el ensueño blanco:	14	4 6 11 13	-	Alejandrino	1.0
filip	la senda de los lauros es de la mano cauta;	la senda de los lauros es de la mano cauta;	14	2 6 8 11 13	-	Alejandrino	1.0
filip	espinas sobre espinas. (El oráculo es franco.)	espinas sobre espinas. (El oráculo es franco.)	14	2 6 10 12 13	-	Alejandrino	1.0
filip	Yo no moldeo estatuas, ni erijo en vano altares:	Yo no moldeo estatuas, ni erijo en vano altares:	14	1 2 4 6 9 11 13	-	Alejandrino	1.0
filip	la vida es lucha: gotas de agua improvisan mares;	la vida es lucha: gotas de agua improvisan mares;	14	2 3 4 6 8 11 13	-	Alejandrino	1.0
filip	granos de arcilla informan las vértebras del Ande.	granos de arcilla informan las vértebras del Ande.	14	1 4 6 9 13	-	Alejandrino	1.0
filip	¡LAONG-LAAN! Sé fuerte y silencioso. Imita	¡LAONG-LAAN! Sé fuerte y silencioso. Imita	14	3 5 6 11 13	-	Alejandrino	1.0
filip	al Taal, que desata la furia que dormita;	al Taal, que desata la furia que dormita;	14	3 6 9 13	-	Alejandrino	1.0
filip	pero, de vez en cuando, cuando, se siente grande.	pero, de vez en cuando, cuando, se siente grande.	14	4 11 13	-	Alejandrino	1.0
filip	Menudo el pie que pisa senderos peregrinos,	Menudo el pie que pisa senderos peregrinos,	14	2 4 6 9 13	-	Alejandrino	1.0
filip	con la frente en que llora un divino rumor,	con la frente en que llora un divino rumor,	14	3 6 8 10 13	-	Alejandrino	1.0
filip	parece un hada buena de todos los caminos,	parece un hada buena de todos los caminos,	14	2 3 4 6 9 13	-	Alejandrino	1.0
filip	signándose en el nombre de Dios y del Amor.	signándose en el nombre de Dios y del Amor.	14	2 6 9 13	-	Alejandrino	1.0
filip	Hija de aquestos años en que la fantasía	Hija de aquestos años en que la fantasía	14	1 4 6 13	-	Alejandrino	1.0
filip	amaina el vuelo, porque no todo es ilusión,	amaina el vuelo, porque no todo es ilusión,	14	2 4 8 9 10 13	-	Alejandrino	1.0
filip	nimba su sien el halo de la sabiduría,	nimba su sien el halo de la sabiduría,	14	1 4 6 13	-	Alejandrino	1.0
filip	pero el pájaro azul duerme en su corazón.	pero el pájaro azul duerme en su corazón.	14	3 6 8 13	-	Alejandrino	1.0
filip	Que nadie la interrogue:—¿A dónde vais, amiga?	Que nadie la interrogue:—¿A dónde vais, amiga?	14	2 7 9 11 13	-	Alejandrino	1.0
filip	Dejad que rompa arcanos, que sueñe en una intriga,	Dejad que rompa arcanos, que sueñe en una intriga,	14	2 4 6 9 11 13	-	Alejandrino	1.0
filip	acaudille las turbas, o se dedique al sport	acaudille las turbas, o se dedique al sport	14	3 6 11 13	-	Alejandrino	1.0
filip	Ella es así: hoy hará clase de matemática,	ella es así   hoy   hará clase de matemática	14	1 2 4 5 7 8 13	-	Alejandrino	1.0
filip	y mañana,—¡quién sabe!—escuchará una plática,	y mañana,—¡quién sabe!—escuchará una plática,	14	5 11 13	-	Alejandrino	1.0
filip	o dirá sus pecados a un viejo confesor.	o dirá sus pecados a un viejo confesor.	14	3 6 8 9 13	-	Alejandrino	1.0
filip	Mujer, yo te bendigo por lo que tú eres,	Mujer, yo te bendigo por lo que tú eres,	12	2 3 6 11	-	Dodecasílabo	1.0
filip	por tu alma que es un áureo surtido de salud,	por tu alma que es un ár#o surtido de salud	14	2 4 5 6 9 13	-	Alejandrino	1.0
filip	e hilando siempre el lino santo de tus deberes,	e hilando siempre el lino santo de tus deberes,	14	2 4 6 8 13	-	Alejandrino	1.0
filip	no llegarás a vieja: eres la Juventud.	no llegarás a vieja: eres la Juventud.	14	1 4 6 8 13	-	Alejandrino	1.0
filip	Como el rocío humilde que nieva los rosales,	Como el rocío humilde que nieva los rosales,	14	4 6 9 13	-	Alejandrino	1.0
filip	tienen tus pensamientos tal luz de honestidad,	tienen tus pensamientos tal luz de honestidad,	15	1 6 8 9 14	-	Pentadecasílabo	1.0
filip	que no los quiebra el oro de ardientes madrigales,	que no los quiebra el oro de ardientes madrigales,	14	2 4 6 9 13	-	Alejandrino	1.0
filip	si en ellos no va un dulce aroma de verdad.	si en ellos no va un dulce aroma de verdad.	14	2 4 5 6 9 13	-	Alejandrino	1.0
filip	Mujer: sigue tu senda, o como tú quieras.	mujer sigue tu senda o como tú qi~eras	14	2 3 6 11 13	-	Alejandrino	1.0
filip	Tienes el sortilegio de todas las quimeras,	Tienes el sortilegio de todas las quimeras,	14	1 6 9 13	-	Alejandrino	1.0
filip	¡mariposas del alma que no pueden morir!	¡mariposas del alma que no pueden morir!	14	3 6 9 10 13	-	Alejandrino	1.0
filip	Como hiedra simbólica la Historia se te enlaza...	Como hiedra simbólica la Historia se te enlaza...	14	3 6 9 13	-	Alejandrino	1.0
filip	Eres el encantado compendio de una raza	Eres el encantado compendio de una raza	14	1 6 9 11 13	-	Alejandrino	1.0
filip	que, atada a su pasado, conquista el porvenir.	que, atada a su pasado, conquista el porvenir.	14	2 6 9 13	-	Alejandrino	1.0
filip	¡Señor! Dios te ha llamado a su seno, y te fuiste	¡Señor! Dios te ha llamado a su seno, y te fuiste	14	2 3 4 6 10 13	-	Alejandrino	1.0
filip	como un patriarca viejo, cubierto de laurel;	como un patriarca viejo, cubierto de laurel;	14	2 4 6 9 13	-	Alejandrino	1.0
filip	pero la pluma aquélla que en la niñez nos diste,	pero la pluma aquélla que en la niñez nos diste,	14	4 6 11 13	-	Alejandrino	1.0
filip	huérfana para siempre, llora sobre el papel.	huérfana para siempre, llora sobre el papel.	14	1 6 8 13	-	Alejandrino	1.0
filip	Yunque de los dolores, varón perseverante,	Yunque de los dolores, varón perseverante,	14	1 6 9 13	-	Alejandrino	1.0
filip	a veces tu caída fué tu mejor victoria:	a veces tu caída fué tu mejor victoria:	14	2 6 8 11 13	-	Alejandrino	1.0
filip	¡por tus espaldas anchas de espiritual Atlante,	¡por tus espaldas anchas de espiritual Atlante,	14	4 6 11 13	-	Alejandrino	1.0
filip	subieron como hormigas los hombres a la Gloria!	subieron como hormigas los hombres a la Gloria!	14	2 6 9 13	-	Alejandrino	1.0
filip	Junto a la flor que llora y la oración sencilla,	Junto a la flor que llora y la oración sencilla,	14	1 4 6 11 13	-	Alejandrino	1.0
filip	va el último dolor de la última cuartilla,	va el último dolor de la última cuartilla,	14	1 2 6 9 13	-	Alejandrino	1.0
filip	que a dos generaciones en un ideal enlaza.	que a dos generaciones en un idal enlaza	14	2 6 9 11 13	-	Alejandrino	1.0
filip	Mañana, al ver la losa que cubre tus quimeras,	Mañana, al ver la losa que cubre tus quimeras,	14	2 4 6 9 13	-	Alejandrino	1.0
filip	aun dirán asombradas las gentes venideras:	aun dirán asombradas las gentes venideras:	14	3 6 9 13	-	Alejandrino	1.0
filip	¡Aquí yace el varón más bueno de la Raza!	¡Aquí yace el varón más bueno de la Raza!	14	2 3 6 8 9 13	-	Alejandrino	1.0
filip	Un día, por la senda de mi vivir complejo,	Un día, por la senda de mi vivir complejo,	14	1 2 6 11 13	-	Alejandrino	1.0
filip	pasó un anciano noble entre la muchedumbre:	pasó un anciano noble entre la muchedumbre:	14	2 4 6 13	-	Alejandrino	1.0
filip	—Ese que ves—me dijo una voz,—es un viejo	—Ese que ves—me dijo una voz,—es un viejo	14	1 4 6 8 10 12 13	-	Alejandrino	1.0
filip	Apóstol del Silencio y de la Mansedumbre.	Apóstol del Silencio y de la Mansedumbre.	14	2 6 13	-	Alejandrino	1.0
filip	Su corazón fué siempre como colmena abierta,	Su corazón fué siempre como colmena abierta,	14	4 5 6 11 13	-	Alejandrino	1.0
filip	en donde las abejas de gracia peregrina	en donde las abejas de gracia peregrina	14	6 9 13	-	Alejandrino	1.0
filip	fabricaron las mieles. El que llamó a su puerta,	fabricaron las mieles. El que llamó a su puerta,	14	3 6 11 13	-	Alejandrino	1.0
filip	no volvió sin el oro de su arca y su doctrina.	no volvió sin el oro de su arca y su doctrina.	14	1 3 6 9 13	-	Alejandrino	1.0
filip	Soldado y sembrador que trabajando rueda,	Soldado y sembrador que trabajando rueda,	14	2 6 11 13	-	Alejandrino	1.0
filip	como agua de las manos se le fué la moneda:	como agua de las manos se le fué la moneda:	14	2 6 10 13	-	Alejandrino	1.0
filip	y cuando se vio pobre, ya la misión cumplida,	y cuando se vio pobre, ya la misión cumplida,	14	5 6 8 11 13	-	Alejandrino	1.0
filip	la Pálida llegó a redimir su suerte;	la pálida llegó   a redimir su suerte	14	2 6 11 13	-	Alejandrino	1.0
filip	¡porque Dios, justiciero, quiso darle en la muerte	¡porque Dios, justiciero, quiso darle en la muerte	14	3 6 8 10 13	-	Alejandrino	1.0
filip	lo que jamás los hombres le dieron en la vida!	lo que jamás los hombres le dieron en la vida!	14	4 6 9 13	-	Alejandrino	1.0
filip	Tenía las dulzuras de las calladas fuentes	Tenía las dulzuras de las calladas fuentes	14	2 6 11 13	-	Alejandrino	1.0
filip	y a veces el coraje de un fuerte visionario:	y a veces el coraje de un fuerte visionario:	14	2 6 8 9 13	-	Alejandrino	1.0
filip	sin mover una pluma acaudilló a las gentes	sin mover una pluma acaudilló a las gentes	14	3 4 6 11 13	-	Alejandrino	1.0
filip	y cayó muchas veces, camino a su calvario.	y cayó muchas veces, camino a su calvario.	14	3 4 6 9 13	-	Alejandrino	1.0
filip	De la contienda «antigua extintos los horrores,	De la contienda «antigua extintos los horrores,	14	4 6 9 13	-	Alejandrino	1.0
filip	elaboró en silencio otra revolución;	elaboró en silencio otra revolución;	14	4 6 8 13	-	Alejandrino	1.0
filip	su hueste fué un puñado de locos soñadores,	su hueste fué un puñado de locos soñadores,	14	2 4 6 9 13	-	Alejandrino	1.0
filip	quijotes todo ensueño y todo corazón.	quijotes todo ensueño y todo corazón.	14	2 4 6 9 13	-	Alejandrino	1.0
filip	¡Hermanos! bendigamos nuestra santa pobreza,	¡Hermanos! bendigamos nuestra santa pobreza,	14	2 6 10 13	-	Alejandrino	1.0
filip	pero, también, alcemos al sol nuestra cabeza,	pero, también, alcemos al sol nuestra cabeza,	14	4 6 9 13	-	Alejandrino	1.0
filip	cuando "aves de rapiña" ultrajen nuestros llanos;	cuando "aves de rapiña" ultrajen nuestros llanos;	15	3 8 10 14	-	Pentadecasílabo	1.0
filip	y ahora, entre los ritos y duelos de este día,	y ahora, entre los ritos y duelos de este día,	14	2 6 9 11 13	-	Alejandrino	1.0
filip	seamos lo que fuimos siempre, cuando él vivía:	seamos lo que fuimos siempre, cuando él vivía:	14	2 6 8 11 13	-	Alejandrino	1.0
filip	pobres, pero comiendo un mismo pan de hermanos.	pobres, pero comiendo un mismo pan de hermanos.	14	1 6 8 9 11 13	-	Alejandrino	1.0
filip	Fuiste pincel, fuiste buril divino,	Fuiste pincel, fuiste buril divino,	11	1 4 5 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
filip	y fué tu lengua un órgano cantante	y fué tu lengua un órgano cantante	11	2 4 5 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
filip	que recorrió la escala de diamante	que recorrió la escala de diamante	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	de veinte idiomas de armonioso trino.	de veinte idiomas de armonioso trino.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	Fuiste escalpelo que con grande tino	Fuiste escalpelo que con grande tino	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
filip	instauraba salud a cada instante,	instauraba salud a cada instante,	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
filip	y tu vida, modelo de estudiante,	y tu vida, modelo de estudiante,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	dejó abierto a la luz nuestro camino.	dejó abierto a la luz nuestro camino.	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	Pero, sabio y artista, no te adoro:	pero sabio y   artista no te adoro	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
filip	te glorifico por tu libro de oro	te glorifico por tu libro de oro	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	que rompió yugos demoliendo imperios:	que rompió yugos demoliendo imperios:	11	3 4 8 10	4 8 10	Endecasílabo sáfico puro	0.9
filip	Así tu gloria al Porvenir se enlaza...	Así tu gloria al Porvenir se enlaza...	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	¿Oyes? Son las campanas de la Raza	¿Oyes? Son las campanas de la Raza	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	que resuenan en ambos hemisferios.	que resuenan en ambos hemisferios.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	i Padre de nuestra redención! La gente,	i Padre de nuestra redención! La gente,	12	1 2 9 11	-	Dodecasílabo	1.0
filip	que debe a ti su libertad naciente,	que debe a ti su libertad naciente,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	se postra de rodillas, y en tu frente	se postra de rodillas, y en tu frente	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	pone el beso amoroso del Oriente.	pone el beso amoroso del Oriente.	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	Por tu ley, que es supremo mandamiento,	Por tu ley, que es supremo mandamiento,	11	3 4 6 10	3 6 10	Endecasílabo melódico puro	0.9
filip	Dios te reserva el inmortal asiento.	Dios te reserva el inmortal asiento.	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
filip	Tu Magna Carta es hostia y alimento	tu magna carta es hostia y   alimento	11	2 4 5 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
filip	del pueblo en tres centurias irredento.	del pueblo en tres centurias irredento.	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	Gracias a ti la esclavitud longeva	Gracias a ti la esclavitud longeva	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
filip	huye a la aurora de una patria nueva...	huye a la aurora de una patria nueva...	11	1 4 6 8 10	1 4 6 8 10	Endecasílabo sáfico pleno	1.0
filip	¿Quién no ama la eficacia de una prueba?	¿Quién no ama la eficacia de una prueba?	11	1 2 6 8 10	2 6 8 10	Endecasílabo heroico largo	0.9
filip	¡Loor a la nación americana	¡Loor a la nación americana	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	que te crió! ¡Filipinas soberana	que te crió! ¡Filipinas soberana	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	será tu monumento de mañana!	será tu monumento de mañana!	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Cuéntanme de tu gracia y ufanía	cuéntanme de tu gracia y   ufanía	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
filip	prodigios mil, clara deidad ausente,	prodigios mil, clara deidad ausente,	11	2 4 5 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
filip	que Dios negó, para adornar tu frente,	que Dios negó, para adornar tu frente,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	más viva lumbre al luminar del día;	más viva lumbre al luminar del día;	11	1 2 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
filip	Que tal es tu beldad que se diría	Que tal es tu beldad que se diría	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	cifra y apoteosis del Oriente,	cifra y   apoteosis del oriente	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
filip	vaso de inspiración, eterna fuente	vaso de inspiración, eterna fuente	11	1 6 8 10	1 6 8 10	Endecasílabo enfático pleno	1.0
filip	de cuyas aguas nace Poesía.	de cuyas aguas nace Poesía.	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	Como el cielo en la linfa del regato,	Como el cielo en la linfa del regato,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	en los estrechos lindes de un retrato	en los estrechos lindes de un retrato	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
filip	se aprisiona tu indígena elegancia.	se aprisiona tu indígena elegancia.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Di, ¿por qué el alma se me pone triste	Di, ¿por qué el alma se me pone triste	11	1 3 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
filip	cuando los ojos no te ven? ¿Existe	cuando los ojos no te ven? ¿Existe	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
filip	tu conjuro de amor en la distancia?	tu conjuro de amor en la distancia?	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Dios ha puesto en el arco de tus cejas	Dios ha puesto en el arco de tus cejas	11	1 2 3 6 10	1 3 6 10	Endecasílabo melódico corto	0.9
filip	la excelsitud de un arco-iris santo,	la excelsitud de   un arcoiris santo	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
filip	igual que pongo un borbotón de canto	igual que pongo un borbotón de canto	11	2 4 5 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
filip	en una lira de cadencias viejas.	en una lira de cadencias viejas.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	En el hondo negror de tus guedejas	En el hondo negror de tus guedejas	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	la Noche obscura distendió su manto,	la Noche obscura distendió su manto,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	esa deidad que sorprendió mi llanto	esa deidad que sorprendió mi llanto	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
filip	más de una vez en tus doradas rejas.	más de una vez en tus doradas rejas.	11	1 2 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
filip	Ven, y no tardes más. Dios ha querido	Ven, y no tardes más. Dios ha querido	11	1 3 4 6 7 8 10	1 3 6 8 10	Endecasílabo melódico pleno	0.8
filip	que fueras la paloma que convida	que fueras la paloma que convida	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	a las ternezas místicas del nido,	a las ternezas místicas del nido,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	Y yo, un fuerte soldado apolonida,	Y yo, un fuerte soldado apolonida,	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	que, recogiendo mi pendón caído,	que, recogiendo mi pendón caído,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	con la espada y laúd, te dé la vida.	con la espada y laúd, te dé la vida.	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
filip	Tienes la dulce escondida	Tienes la dulce escondida	8	1 4 7	1 4 7	Octosílabo dactílicos	1.0
filip	ciencia de toda mujer:	ciencia de toda mujer:	8	1 4 7	1 4 7	Octosílabo dactílicos	1.0
filip	robas la miel de la vida	robas la miel de la vida	8	1 4 7	1 4 7	Octosílabo dactílicos	1.0
filip	con muestras de no querer.	con muestras de no querer.	8	2 5 7	2 5 7	Octosílabo heroico pleno	1.0
filip	Fuente de aguas prometida	Fuente de aguas prometida	8	1 3 7	1 3 7	Octosílabo melódico corto hemistiquial	1.0
filip	que salta al amanecer;	que salta al amanecer;	8	2 7	2 7	Octosílabo heroico difuso	1.0
filip	¿por qué no curas mi herida	¿por qué no curas mi herida	8	2 3 4 7	2 4 7	Octosílabo heroico puro	0.8571428571428571
filip	dándome agua que beber?	dándome agua que beber?	8	1 3 7	1 3 7	Octosílabo melódico corto hemistiquial	1.0
filip	Pero, i ay! que en la ancha avenida	Pero, i ay! que en la ancha avenida	8	2 4 7	2 4 7	Octosílabo heroico puro	1.0
filip	donde te buscaba ayer,	donde te buscaba ayer,	8	5 7	5 7	Octosílabo vacío corto	1.0
filip	ya no espero tu venida.	ya no espero tu venida.	8	1 2 3 7	1 3 7	Octosílabo melódico corto hemistiquial	0.8571428571428571
filip	Ya te presintió Shakespeare:	ya te presinti~ó shakespeare	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
filip	¿cómo confiarte la vida,	¿cómo confiarte la vida,	8	1 4 7	1 4 7	Octosílabo dactílicos	1.0
filip	si tú eres ola, mujer?	si tú eres ola, mujer?	8	2 4 7	2 4 7	Octosílabo heroico puro	1.0
filip	Doce rosas en flor he deshojado	Doce rosas en flor he deshojado	11	1 3 6 7 10	1 3 6 10	Endecasílabo melódico corto	0.9
filip	en mi jardín sentimental abierto:	en mi jardín sentimental abierto:	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	mi pobre corazón estaba muerto,	mi pobre corazón estaba muerto,	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
filip	pero un soplo de amor lo ha despertado.	pero un soplo de amor lo ha despertado.	11	2 3 6 7 10	2 6 10	Endecasílabo heroico puro	0.8
filip	De torpes devaneos lastimado	De torpes devaneos lastimado	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	y con el lino del dolor cubierto,	y con el lino del dolor cubierto,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	dolido de querer andaba incierto	dolido de querer andaba incierto	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
filip	tras de gustar la poma del pecado.	tras de gustar la poma del pecado.	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	Si emponzoñó mis aguas la falsía,	Si emponzoñó mis aguas la falsía,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	otro amor sanará los manantiales.	otro amor sanará los manantiales.	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	Bendita seas tú, Rosa María,	Bendita seas tú, Rosa María,	11	2 4 6 7 10	2 4 6 10	Endecasílabo heroico corto	0.9
filip	Que, con temblores de aguas bautismales,	Que, con temblores de aguas bautismales,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	vestiste a mi dolor de poesía,	vestiste a mi dolor de poesía,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	¡borrando mis pecados capitales!	¡borrando mis pecados capitales!	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Mujer, ¿te acuerdas? Con la sien caída,	Mujer, ¿te acuerdas? Con la sien caída,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	en tu palor marmóreo de azucena,	en tu palor marmór#o de azucena	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	tú desleías, como un alma buena,	tú desleías, como un alma buena,	11	1 4 7 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
filip	todo el rosal de una ilusión perdida.	todo el rosal de una ilusión perdida.	11	1 4 5 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
filip	Aquella tarde fué. No sé si herida	Aquella tarde fué. No sé si herida	11	2 4 6 7 8 10	2 4 6 8 10	Endecasílabo heroico pleno	0.9
filip	en la raíz de tu virtud serena,	en la raíz de tu virtud serena,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	mi audacia fácil añadió otra pena	mi audacia fácil añadió otra pena	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	al calvario de penas de tu vida.	al calvario de penas de tu vida.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Llorabas y reías. De tu boca,	Llorabas y reías. De tu boca,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	rojo nidal de sierpes del deseo,	rojo nidal de sierpes del deseo,	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
filip	fluían en suspiros mil encantos...	fluían en suspiros mil encantos...	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
